,category,city,name,rating,review,review_count,snippet_text,time_created,uid,urating
the-little-chihuahua-san-francisco,Mexican,San Francisco,The Little Chihuahua,4.0,This place is my go to burrito spot. In a city that caters to meat eating burrito lovers The Little Chihuahua is a haven. Try the fried plantain burrito....,1303.0,This place is my go to burrito spot. In a city that caters to meat eating burrito lovers The Little Chihuahua is a haven. Try the fried plantain burrito....,1486532071.0,3eSL4FYFJMbjQhXlypVrXg,5.0
toma-san-francisco,Mexican,San Francisco,Toma,4.0,"I've been here several times during my lunch breaks. The cashiers are super friendly, and the food is made fairly quickly and is really delicious. I usually...",226.0,"I've been here several times during my lunch breaks. The cashiers are super friendly, and the food is made fairly quickly and is really delicious. I usually...",1484518664.0,SnXO2gaLNig2_RXHVlxwMw,5.0
taqueria-dos-charros-san-francisco-2,Mexican,San Francisco,Taqueria Dos Charros,4.0,California burrito is the way to go. Deciding factor for me was the fact that the California burrito has waffle fries in it. My choice of meat was carne...,113.0,California burrito is the way to go. Deciding factor for me was the fact that the California burrito has waffle fries in it. My choice of meat was carne...,1477031127.0,0bw-AaTJX1wiZ5zIjk3WGA,5.0
mezcalito-san-francisco,Mexican,San Francisco,Mezcalito,4.0,eXperience all nite was A+ with our Barkeep ALEX mixing drinks and catering to us in Awesome fashion. Unfortunately some drunk 'locals' showed up (even...,84.0,eXperience all nite was A+ with our Barkeep ALEX mixing drinks and catering to us in Awesome fashion. Unfortunately some drunk 'locals' showed up (even...,1489822254.0,qUPgcVR_WRJ8HhViLPyIWw,4.0
revelry-bistro-san-francisco,American (New),San Francisco,Revelry Bistro,4.5,"Wife surprised me and took me here for a birthday dinner. We were both surprised to see Jerome, who used to work at Central Parc, behind the bar. Apparently...",73.0,"Wife surprised me and took me here for a birthday dinner. We were both surprised to see Jerome, who used to work at Central Parc, behind the bar. Apparently...",1486966103.0,t3lxen7wGR-4w-tGVGCVWQ,5.0
petes-san-francisco-4,American (New),San Francisco,Pete's,4.5,Petes is a great bar to go to based on staff/service and food. I'm surprised this place isn't packed on weekends whenever I pass by. It's a hidden gem...,67.0,Petes is a great bar to go to based on staff/service and food. I'm surprised this place isn't packed on weekends whenever I pass by. It's a hidden gem...,1485072624.0,nkH2ZNsj_irkmwyeY8famA,5.0
liholiho-yacht-club-san-francisco-2,American (New),San Francisco,Liholiho Yacht Club,4.5,"I've been waiting to try this place for a while. Totally worth the wait. Reservations are kinda tight for two but if you don't mind having dinner early,...",1188.0,"Arrived 15 minutes early on Thursday, 3/9/17, for a 7:30 reservation and was seated within 5 minutes. This time, the hostess brought us to a back dining...",1490330081.0,pD6LrIOvKrMPjPy9Y0tGyw,5.0
hoffmanns-grill-and-rotisserie-san-francisco,American (New),San Francisco,Hoffmann's Grill & Rotisserie,4.5,"Omg, what took me so long to check out Hoffmans?
We live maybe 5 blocks away from it and had been wanting to check it out for years. We finally did on New...",143.0,"Omg, what took me so long to check out Hoffmans?
We live maybe 5 blocks away from it and had been wanting to check it out for years. We finally did on New...",1484804112.0,7_bduZndHbB7i6i57bkFFQ,5.0
stones-throw-san-francisco-2,American (New),San Francisco,Stones Throw,4.5,"I've come to Stones Throw about 3-4 times now in the past year - and have loved every. single. time. The food is first of all amazingggggg - two brunches,...",702.0,"I've come to Stones Throw about 3-4 times now in the past year - and have loved every. single. time. The food is first of all amazingggggg - two brunches,...",1489470460.0,FnakyxEs4HAEi0r4SrIQ1Q,5.0
3rd-cousin-san-francisco-2,American (New),San Francisco,3rd Cousin,4.5,"Great food, experimentative but not outlandish menu. Chef very bold with using a variety of ingredients, worked very well. 

Recommend: tasting menu as it...",87.0,"Great food, experimentative but not outlandish menu. Chef very bold with using a variety of ingredients, worked very well. 

Recommend: tasting menu as it...",1487644371.0,-UIF6v07jaLPBLvlowCVdQ,5.0
trestle-san-francisco,American (New),San Francisco,Trestle,4.5,"You'd be surprised how often I receive texts from friends that read like ""YO I need to plan a date for this weekend that seems really nice but is actually...",456.0,"3 Course Prix Fixe Meal for only $35?? Sign me up!

AMBIENCE: We came for dinner time and the house was full. It had a small, clean, and intimate setting....",1490295882.0,5gZPpRGt_5qFrVc6fR2m5Q,5.0
the-vista-room-san-francisco,American (New),San Francisco,The Vista Room,4.5,"What a great opportunity to support the emerging hospitality community at SF state. 

Enjoy a 3 course meal including beverage for a flat $17.  Plenty of...",44.0,"What a great opportunity to support the emerging hospitality community at SF state. 

Enjoy a 3 course meal including beverage for a flat $17.  Plenty of...",1455680670.0,ZGsFzBbCEyIB0BmFGVILtw,5.0
20-spot-san-francisco,American (New),San Francisco,20 Spot,4.5,"This place is an absolute GEM from the adorable corner space itself to the staff, food, wine and lastly, the music. The vibe feels so great in this place...",181.0,"This place is an absolute GEM from the adorable corner space itself to the staff, food, wine and lastly, the music. The vibe feels so great in this place...",1488825749.0,fI8_wG48Z_BSev1qOWhUYA,5.0
the-richmond-san-francisco,American (New),San Francisco,The Richmond,4.5,"Great Service!! Wonderful and delicious food --  great appetizers, tasty and mouth watering entrees and amazing desserts!
Also very nice selection of wines....",590.0,"Great Service!! Wonderful and delicious food --  great appetizers, tasty and mouth watering entrees and amazing desserts!
Also very nice selection of wines....",1481866201.0,iU956voOy5k5ysyi61RE_w,5.0
state-bird-provisions-san-francisco,American (New),San Francisco,State Bird Provisions,4.0,"I'm sure I won't be saying anything new about State Bird Provisions that hasn't been already said. 

Service & atmosphere: typical upscale hipster vibe with...",2032.0,"I'm sure I won't be saying anything new about State Bird Provisions that hasn't been already said. 

Service & atmosphere: typical upscale hipster vibe with...",1489412155.0,M5CDadStKmQxLJPTBGBf0Q,5.0
doc-ricketts-san-francisco,American (New),San Francisco,Doc Ricketts,4.5,"Mm, this is a solid restaurant. The service, food, and ease of making a reservation makes Doc a GO-TO in my book. Definitely order the charcuterie plate as...",138.0,"Mm, this is a solid restaurant. The service, food, and ease of making a reservation makes Doc a GO-TO in my book. Definitely order the charcuterie plate as...",1480611348.0,aaRf3qtwDZVpqJxHb9hzaw,5.0
plow-san-francisco,American (New),San Francisco,Plow,4.0,"There was a long wait for brunch, but worth it! We chose to sit outside to cut down on our waiting time. They provided blankets for us.

I ordered the...",1839.0,"There was a long wait for brunch, but worth it! We chose to sit outside to cut down on our waiting time. They provided blankets for us.

I ordered the...",1490116539.0,YYXHhd16RZR4HqLmfz_ANA,5.0
nopa-san-francisco,American (New),San Francisco,Nopa,4.0,"...

Wow.

Everything. Was. Incredible.

Ordered:
Warm Goat Cheese + Cara Cara Orange + Apple + Crostini
Smoked Brisket + Mustard Greens + Fuji Apple +...",4402.0,"...

Wow.

Everything. Was. Incredible.

Ordered:
Warm Goat Cheese + Cara Cara Orange + Apple + Crostini
Smoked Brisket + Mustard Greens + Fuji Apple +...",1490030356.0,ttlejhD6hnAKoEpE-8UAFA,5.0
cockscomb-san-francisco,American (New),San Francisco,Cockscomb,4.0,"Really wonderful little spot south of market in a nondescript building. Definitely come inside for some of the amazing food that lives in here.

Very cool...",708.0,"Really wonderful little spot south of market in a nondescript building. Definitely come inside for some of the amazing food that lives in here.

Very cool...",1490034399.0,e53DYFCNH8uH5S0YEb9wzQ,5.0
park-tavern-san-francisco,American (New),San Francisco,Park Tavern,4.0,"Can't believe I'm saying this but lately I've been over brunch, it just doesn't excite me as much as it used to and I haven't had any absolutely amazing...",1288.0,"Can't believe I'm saying this but lately I've been over brunch, it just doesn't excite me as much as it used to and I haven't had any absolutely amazing...",1489941587.0,4ABOACN6e0SyOYN6oSsUZA,5.0
cassava-san-francisco,American (New),San Francisco,Cassava,4.0,"We came here for the Japanese breakfast it was something that I've always wanted to try. Everything was exactly as I hoped. Rice, salmon, soup, pickle...",596.0,"We came here for the Japanese breakfast it was something that I've always wanted to try. Everything was exactly as I hoped. Rice, salmon, soup, pickle...",1489813594.0,T5n6X9XR4TcFFI5e8UC76w,5.0
huxley-san-francisco,American (New),San Francisco,Huxley,4.0,"Oh, Huxley.....you might have earned these five star lights, star brights more than any other. My husband and I simply love you!

To start, this is a small...",190.0,"Oh, Huxley.....you might have earned these five star lights, star brights more than any other. My husband and I simply love you!

To start, this is a small...",1489242922.0,ni5xnIKZH0W4_7nnZ7uFxQ,5.0
hillstone-san-francisco-4,American (New),San Francisco,Hillstone,4.0,"A friend told me about this place. 

We went on a Sunday night. We made reservations a few days before. 

Inside pretty. On the darker side. 
Great for...",1785.0,"A friend told me about this place. 

We went on a Sunday night. We made reservations a few days before. 

Inside pretty. On the darker side. 
Great for...",1489419104.0,p76j15ILNbLFdK2e-2Pnzw,5.0
1760-san-francisco,American (New),San Francisco,1760,4.0,One of the better date night restaurants in the city to visit if you can break away from what you call normalcy. Hats off to the executive chef who happens...,573.0,One of the better date night restaurants in the city to visit if you can break away from what you call normalcy. Hats off to the executive chef who happens...,1485294006.0,4OrFB2TDRsbokoYMhUf1EA,5.0
kitchen-story-san-francisco,American (New),San Francisco,Kitchen Story,4.0,"After trying a few brunch spots in the city including the long wait for Plow, I prefer Kitchen Story.

I love the care they take in preparing the food!

We...",1921.0,"Was in town from LA. My friend took me here on Sunday for lunch. Party of 4. 

The wait wasn't bad at all. There was a long line but we probably had to wait...",1490297661.0,JvLZ3E7i2wzv3ZTgF61Mdg,5.0
marlowe-san-francisco-2,American (New),San Francisco,Marlowe,4.0,I came here with a group of friends specifically to try the burger.  Our group is trying to find the best burger in Sam Francisco.  This place got really...,2065.0,I came here with a group of friends specifically to try the burger.  Our group is trying to find the best burger in Sam Francisco.  This place got really...,1489803886.0,b_ZacrPln2H3GpKya6nfLA,5.0
causwells-san-francisco-5,American (New),San Francisco,Causwells,4.0,"This place has gotten a lot of good press for their Cheeseburger.  I had one today and all the hype is well justified.  It was delicious, 5 points out of...",475.0,"This place has gotten a lot of good press for their Cheeseburger.  I had one today and all the hype is well justified.  It was delicious, 5 points out of...",1489104243.0,rUbJ4imIhk_YYbsHk1VBcg,5.0
maven-san-francisco,American (New),San Francisco,Maven,4.0,I'm highly impressed with the level of professionalism and customer service Maven has to offer. The bartenders always remember what you're drinking and the...,555.0,I'm highly impressed with the level of professionalism and customer service Maven has to offer. The bartenders always remember what you're drinking and the...,1489217499.0,kFdKkVOUV8zPfLCvBObBeQ,5.0
the-cavalier-san-francisco,American (New),San Francisco,The Cavalier,4.0,"Have been here for dinner and breakfast.
Wonderful ambiance, music, decor, light in the front by the bar in the morning is great. Dark in the back at...",737.0,"Have been here for dinner and breakfast.
Wonderful ambiance, music, decor, light in the front by the bar in the morning is great. Dark in the back at...",1488907887.0,5wlHRbDGQ8shSqiaQK9NrQ,4.0
zoes-san-francisco,American (New),San Francisco,Zoe's,4.0,"Zoe's is a great bar! I've come here with large groups for a couple rounds of beer, maybe a cocktail or two, and some grub. As a go-to, the Yuca Fries are...",174.0,"Zoe's is a great bar! I've come here with large groups for a couple rounds of beer, maybe a cocktail or two, and some grub. As a go-to, the Yuca Fries are...",1485042597.0,WnTLhNs5X0G-9F-9g-iIIg,5.0
street-restaurant-san-francisco,American (New),San Francisco,Street Restaurant,4.0,"I used the Restaurant.com certificate to find this place and found a new great place!

We had the wontons, spicy hummus, and big salad with the fried...",571.0,"I used the Restaurant.com certificate to find this place and found a new great place!

We had the wontons, spicy hummus, and big salad with the fried...",1489339460.0,p60rqSqL5uFd0K9qZ4dxEw,4.0
prosper-san-francisco-5,American (New),San Francisco,Prosper,4.0,Stopped by to grab a quick dinner and drinks with friends. Perhaps because of the somewhat odd/hidden location (4th floor at Equinox) the place was...,58.0,Stopped by to grab a quick dinner and drinks with friends. Perhaps because of the somewhat odd/hidden location (4th floor at Equinox) the place was...,1488944758.0,ABm3ocOu7J6XzB9cYYUViQ,4.0
serpentine-san-francisco,American (New),San Francisco,Serpentine,4.0,Have been here for both dinner and brunch. Dinner: Their homemade chips were just wonderful I could have eaten them all night! I have never enjoyed a kale...,1314.0,Have been here for both dinner and brunch. Dinner: Their homemade chips were just wonderful I could have eaten them all night! I have never enjoyed a kale...,1489875110.0,4X6DoJYIbrveU1LQ5yeIlQ,4.0
basa-seafood-express-san-francisco,Seafood,San Francisco,Basa Seafood Express,4.5,"BASA is one of the best seafood places in SF! Very authentic and fresh, I love coming here to grab something togo and then heading to Mission Dolores or...",451.0,"BASA is one of the best seafood places in SF! Very authentic and fresh, I love coming here to grab something togo and then heading to Mission Dolores or...",1489515374.0,NmdKCZlUVJGnqDxhXl2ofw,5.0
the-codmother-fish-and-chips-san-francisco,Seafood,San Francisco,The Codmother Fish and Chips,4.5,"Very very good fish and chips and fish tacos !!!

Looks like a shack in the side of the road but the food is excellent. Try it !

The owner is very...",2090.0,"Very very good fish and chips and fish tacos !!!

Looks like a shack in the side of the road but the food is excellent. Try it !

The owner is very...",1489359942.0,kADDoHPaOiu4hlEt9Bv9NQ,5.0
anchor-oyster-bar-san-francisco,Seafood,San Francisco,Anchor Oyster Bar,4.5,This place is AMAZING! I came here a few years back for my birthday and I remember The Cioppino left a wonderful and lasting memory. And let me tell you...,1174.0,This place is AMAZING! I came here a few years back for my birthday and I remember The Cioppino left a wonderful and lasting memory. And let me tell you...,1489813626.0,cx4LS_Jgb6JH-BF84n39Ew,5.0
hog-island-oyster-co-san-francisco,Seafood,San Francisco,Hog Island Oyster Co,4.5,I've been wanting to come here for forever and finally had the opportunity to! My friend and I waited in line for about 15 minutes and we were expecting to...,4095.0,"As a former New Yorker, I am no longer inclined to wait in line for much of anything anymore. Why would you wait in line for something? Can't you find...",1490324756.0,aFHpq8IuEiqJBGrXuPFfag,5.0
bellota-san-francisco,Seafood,San Francisco,Bellota,4.0,"Came here to meet a friend for some drinks and totally adored the place. We sat at the bar in the lounge which was a beautiful wooden top, our bartender was...",208.0,"1-star for quality
1-star for creativity 
1-star for execution
1-star for ambiance 
1-star for service 

Bellota was phenomenal!   It deserves a Michelin...",1490389501.0,v3D3I1ODiBhPIMXxLltfKg,5.0
red-hill-station-san-francisco,Seafood,San Francisco,Red Hill Station,4.5,The husband and I decided to go here for our belated Valentine's Day dinner and he really wanted to get ciopinno. It is a very small restaurant and when we...,207.0,The husband and I decided to go here for our belated Valentine's Day dinner and he really wanted to get ciopinno. It is a very small restaurant and when we...,1487638230.0,CbruK_sNkN08uomLM0TG3w,5.0
bar-crudo-san-francisco,Seafood,San Francisco,Bar Crudo,4.0,Went for happy hour and our party of 4 were waiting with a few other people just before they opened for service. I definitely recommend going with a small...,1652.0,Went for happy hour and our party of 4 were waiting with a few other people just before they opened for service. I definitely recommend going with a small...,1490142712.0,ku22MtUUexmvtzXKvJmt4Q,5.0
swan-oyster-depot-san-francisco,Seafood,San Francisco,Swan Oyster Depot,4.0,"This place is legendary in my book.

My boyfriend and I headed straight to Swan's after dropping our bags off at our Airbnb, and we got there around 2:30....",2163.0,"Another trip to Swan, another perfect afternoon. Showed up around 2:30 on a Friday for a late lunch and the wait was less than 15 min. Heaven. It's torture...",1490244847.0,pE-Pw82WqEtlDCwB-jc_ow,5.0
pacific-catch-san-francisco,Seafood,San Francisco,Pacific Catch,4.0,"This is the only restaurant where I am willing to pay nearly $20 dollars for a portion of spicy tuna. 

Hands down the best spicy tuna in the Bay Area....",1376.0,"This is the only restaurant where I am willing to pay nearly $20 dollars for a portion of spicy tuna. 

Hands down the best spicy tuna in the Bay Area....",1489369853.0,hj9aMY6-QEZHUPnKmm4z-A,5.0
leos-oyster-bar-san-francisco-2,Seafood,San Francisco,Leo's Oyster Bar,4.0,"Jennifer Puccio does it again!  Where in the world do I begin??  The space, the ambiance and the staff were all fantastic.  The oysters on the half-shell...",137.0,"Jennifer Puccio does it again!  Where in the world do I begin??  The space, the ambiance and the staff were all fantastic.  The oysters on the half-shell...",1487953828.0,HlkOtAygghXiyXi1zpOYoA,5.0
forbes-island-san-francisco,Seafood,San Francisco,Forbes Island,4.0,I made reservations for this restaurant for my bf and I to celebrate an early Valentine's Day. I've been wanting to try this place for over a year after...,536.0,I made reservations for this restaurant for my bf and I to celebrate an early Valentine's Day. I've been wanting to try this place for over a year after...,1487195051.0,snAAOK1rOhQ8VhQgKowU2w,5.0
fog-harbor-fish-house-san-francisco-2,Seafood,San Francisco,Fog Harbor Fish House,4.0,"Beautiful views and delicious food! 
I was the difficult customer who wanted to customize my plate, I got the seafood penne but with shrimp only and it was...",2953.0,Okay if you are like me and love to eat good food and are afraid of bad service this place is set up in the perfect location to be bad in both because it's...,1490318343.0,I4OqN4O_YG8OICYpp9Sy6w,5.0
thanh-long-san-francisco,Seafood,San Francisco,Thanh Long,4.0,"One of my favorite restaurants (food-wise). Im not even a huge crab person, but the flavor on the roasted crab here is amazing. We usually share 1 crab...",2027.0,"One of my favorite restaurants (food-wise). Im not even a huge crab person, but the flavor on the roasted crab here is amazing. We usually share 1 crab...",1486349642.0,3gevKq8b764ncGa8QhKjAA,5.0
poki-time-san-francisco,Seafood,San Francisco,Poki Time,4.0,"Okay, probably at least 3 of these stars are for poke in general.  I am SO HAPPY that finally a food trend has gone in my favor; I really don't care about...",346.0,"Okay, probably at least 3 of these stars are for poke in general.  I am SO HAPPY that finally a food trend has gone in my favor; I really don't care about...",1487636305.0,Zke9Qv0i-XcQpFrcS2sspA,5.0
woodhouse-fish-company-san-francisco,Seafood,San Francisco,Woodhouse Fish Company,4.0,"Good food and very reasonable prices.  Line seemed long at first on Tuesday but moved quickly.  Very cozy venue, and staff is very friendly.  
Oysters and...",1401.0,"Good food and very reasonable prices.  Line seemed long at first on Tuesday but moved quickly.  Very cozy venue, and staff is very friendly.  
Oysters and...",1489598487.0,Fuo3Zlw9a2AIBTLru7RunQ,5.0
the-spice-jar-san-francisco,Seafood,San Francisco,The Spice Jar,4.0,"Who knew a limited menu was enough for me to rate this place 5 STARS?!1... of course, I rated them for their amazing noodles.
Beware, if you come here after...",218.0,"Who knew a limited menu was enough for me to rate this place 5 STARS?!1... of course, I rated them for their amazing noodles.
Beware, if you come here after...",1479501673.0,F-7uHcoHDmm38DQ3NeLN4w,5.0
woodhouse-fish-company-san-francisco-3,Seafood,San Francisco,Woodhouse Fish Company,4.0,Whether you are a New Englander homesick for seafood that's not poke (which is essentially on every corner) or a San Franciscan trying to look...,1814.0,I was yelping around for somewhere to eat for an early dinner. I mentioned this restaurant to my friend and she said this was one of her favorite places to...,1490237392.0,4jPsIgMZT4_Ks5-myaW9Bg,4.0
scomas-restaurant-san-francisco-3,Seafood,San Francisco,Scoma's Restaurant,4.0,"Quiet place, with great seafood. I went here for a late lunch. What got me to go in was overhearing the Segway tour outside saying this was the only place...",2582.0,"Quiet place, with great seafood. I went here for a late lunch. What got me to go in was overhearing the Segway tour outside saying this was the only place...",1490045841.0,t52A6TFuzr15ntxtZeG60A,5.0
pacific-cafe-san-francisco,Seafood,San Francisco,Pacific Cafe,4.0,"I've been to Pacific Cafe a bunch of times with my parents, and a couple weeks ago I brought my boyfriend here. We came at like 8 on a Monday night so there...",630.0,This place is so cute and I can't wait to come go back. I ate here last night with 2 friends. I walked in around 7:30 to put my name down on their waiting...,1484434425.0,DiS0ZvtVYMputEPPf65Jkw,5.0
mission-street-oyster-bar-san-francisco,Seafood,San Francisco,Mission Street Oyster Bar,4.0,Party of 5 came out here to celebrate my wife's birthday. 1st time here and I have not been out to the Mission District for along time. It has changed and a...,382.0,"How can you say no to $2 oysters, all day/night on weekends?! Well let me tell you, my moot court teammates and I couldn't resist. After our long day of...",1490289370.0,v73fM6Jn_47KAs-zaFxfpg,4.0
bobos-san-francisco-14,Seafood,San Francisco,Bobo's,4.0,"Love just about everything about this place!

Cute bar area - great Pinot Noir from Napa and good bartender: made a good Moscow Mule ... pleasant hostess...",1736.0,"Love just about everything about this place!

Cute bar area - great Pinot Noir from Napa and good bartender: made a good Moscow Mule ... pleasant hostess...",1487572254.0,QtazSYPeOgyWpRE_nE1wlQ,4.0
tadich-grill-san-francisco,Seafood,San Francisco,Tadich Grill,4.0,"The oldest restaurant in SF, the waiters wear what looks like lab coats and they have a bar table top that looks like half a football field. 

I had to go...",1827.0,"In this neighborhood, Tadich Grill stands head and shoulders above most of the rest! Not only are the vibes excellent, the food is absolutely...",1490210398.0,j8m6Qn1aCwSYEBbXlVGgGA,4.0
original-joes-san-francisco-3,Seafood,San Francisco,Original Joe's,4.0,"Since moving to San Francisco (from Boston), this has become a bit of a regular place for us. Overall, I think the food is very good and the portions are...",831.0,"Since moving to San Francisco (from Boston), this has become a bit of a regular place for us. Overall, I think the food is very good and the portions are...",1489441458.0,_Fv_yF_5o921PjmDxSIyyw,4.0
ppq-dungeness-island-san-francisco-2,Seafood,San Francisco,PPQ Dungeness Island,4.0,We needed a good place to catch up with old friends visiting from out of town and enjoy some good seafood.  Luckily PPQ was open for lunch and worked out...,2516.0,We needed a good place to catch up with old friends visiting from out of town and enjoy some good seafood.  Luckily PPQ was open for lunch and worked out...,1488328770.0,pA9wbuYcK3GArQA8gS85Lw,4.0
